# Orbital parameters
# Apo    : Apocenter of the orbit
# Peri   : Pericenter of the orbit
# rE     : Guiding radius
# Ecc    : Eccentricity of the orbit 
# Max_Z  : Maximum vertical height
# Energy : Total energy
# Tr     : Radial period
# Tp     : Azimuthal period
# Tz     : Vertical period
# Lz     : Z-component of the angular momentum
# L      : Angular momentum
# Jacobi : Jacobi integral 
#
#
             NAME    Apo Apo_std   Peri Peri_std     rE rE_std   Ecc Ecc_std Max_Z Max_z_std     Energy Energy_std    Tr Tr_std    Tp Tp_std    Tz Tz_std       Lz  Lz_std        L    L_std      Jacobi Jacobi_std
      ruprecht_79  8.748   0.106  8.311    0.192  8.043  0.151 0.026   0.006 0.071     0.024 -52191.654    973.929 0.153  0.003 0.205  0.004 0.076  0.002 1922.791   34.71   37.742   894.03 -107531.097     38.856
       ruprecht_8 10.243   0.167  8.434    0.165  9.349  0.131 0.097   0.011 0.146     0.042 -44499.694    696.396 0.182  0.003 0.242  0.004 0.094  0.003 2196.223  27.722   65.401 1014.007 -107708.921    161.201
      ruprecht_82   9.05   0.038   8.32    0.006  8.687   0.02 0.042   0.002 0.014     0.006 -48210.755    120.369 0.167    0.0 0.223  0.001 0.083  0.001 2072.684   4.067    6.777  975.615 -107857.407      4.211
      ruprecht_83  8.661   0.044  7.175    0.071  7.926   0.05 0.093   0.004 0.045     0.018 -52966.398    333.905  0.15  0.001 0.202  0.001 0.074  0.001 1896.098  11.684   25.432  885.408  -107536.67     30.869
      ruprecht_84  8.892   0.039   8.05    0.005  8.481   0.02  0.05   0.002 0.272     0.008 -49438.484    119.384 0.162    0.0 0.218  0.001 0.089    0.0 2021.154   3.851   66.115   935.43 -107603.326     13.912
      ruprecht_85  8.724   0.086  6.867     0.33  7.805  0.196  0.12    0.02 0.095     0.024 -53778.605   1325.762 0.147  0.004 0.199  0.005 0.074  0.002 1859.902   50.59  -30.335  896.468 -107296.251    147.462
      ruprecht_91  8.162   0.033  7.736    0.037  8.037  0.022 0.027   0.002 0.103     0.009 -52233.388    143.017 0.152    0.0 0.205  0.001 0.076    0.0 1932.411   4.995   58.061  898.889 -107841.107     11.352
      ruprecht_93  9.216   0.128  7.865    0.006   8.55  0.066 0.079   0.007 0.146      0.01 -49024.508    395.056 0.164  0.001  0.22  0.002 0.083  0.001 2033.217  12.081  -16.875  982.829 -107538.224      48.49
      ruprecht_94  7.765   0.023  7.683    0.021  7.661  0.104 0.005   0.001 0.057     0.006 -54766.489    726.675 0.144  0.002 0.195  0.003 0.071  0.001  1851.31  23.374   32.136  859.683 -108044.342     55.012
      ruprecht_96   7.93   0.112  6.957    0.165  7.447  0.134 0.067   0.007 0.021     0.005 -56288.927    966.799 0.139  0.003 0.189  0.004 0.068  0.002 1799.139  30.786   -2.877  850.729 -108057.853     84.284
      ruprecht_97  7.473    0.01   5.83     0.03  6.663  0.019 0.124   0.002 0.075     0.014 -62406.172    160.592 0.122    0.0 0.168    0.0 0.061    0.0 1605.066   5.194   44.894  741.096  -108591.92     14.797
          sai_108  8.712   0.114  8.186    0.183  8.448  0.145 0.032   0.006 0.014     0.009 -49640.487    877.063 0.162  0.003 0.217  0.004  0.08  0.002 2022.932  31.654    1.329  956.679 -107858.828     35.577
          sai_109   9.95   0.117  7.556    0.273  8.778  0.186 0.137   0.013 0.245     0.026 -47677.354   1072.819 0.169  0.004 0.226  0.005 0.091  0.003 2055.739   45.19   -29.09    995.1 -106833.706    240.005
          sai_113  8.285   0.135   8.26    0.131  7.654  0.286 0.001   0.001 0.112     0.018 -54813.772   1902.567 0.144  0.006 0.195  0.008 0.072  0.004  1838.37  66.391   36.163   862.21 -107733.759     37.315
          sai_116  7.699   0.046  6.975    0.057  7.341  0.031  0.05   0.006 0.014     0.008 -57061.801    228.447 0.137  0.001 0.186  0.001 0.067  0.001 1778.621   7.169    7.402  836.789 -108243.542     35.611
           sai_72  12.03    0.45 11.224     0.25 11.631  0.334 0.036   0.012  0.12     0.015 -33945.225     1340.1 0.233  0.008 0.309   0.01 0.124  0.005 2682.937  66.158  -18.215 1277.667 -111164.931    565.668
           sai_81 11.218   0.392 10.439    0.146 10.833  0.269 0.036   0.011 0.061     0.036 -37308.885   1181.385 0.215  0.006 0.286  0.008 0.111  0.004 2521.227  53.313   -8.351 1200.798 -109863.477    353.257
           sai_86  9.696   0.101  8.436    0.275  9.076  0.184  0.07   0.012 0.176     0.028 -45986.417   1018.669 0.176  0.004 0.235  0.005 0.092  0.003 2146.747  41.344   82.015  982.236 -107766.682    173.759
           sai_91   9.12    0.08  8.249    0.262  8.697   0.17  0.05   0.011 0.324     0.024 -48151.973    992.309 0.167  0.004 0.224  0.005 0.094  0.004 2065.339  37.439   89.208  943.439   -107583.5     86.539
           sai_94  9.781   0.185   7.93    0.217   8.87  0.195 0.106   0.007 0.153     0.054 -47145.239   1107.072 0.171  0.004 0.229  0.006 0.089  0.004 2091.656  42.401   57.531  974.782 -107343.822    131.515
         saurer_2 15.067   1.068 10.946     0.23 13.057  0.652 0.158   0.026 0.347       0.1 -28597.457    2272.13 0.265  0.015 0.352   0.02 0.157  0.014 2904.504 106.134  -61.098  1416.93 -112171.909    799.029
        sigma_ori  8.698   0.006  8.684    0.006  8.627   0.04 0.001     0.0 0.096     0.002 -48561.163    238.801 0.166  0.001 0.222  0.001 0.083  0.001 2060.573   8.626   22.677  966.809 -107858.675     10.407
 skiff_j0614+12.9 11.254   0.247  9.077    0.214 10.183  0.181 0.106   0.014 0.102     0.029 -40294.221    863.607   0.2  0.004 0.267  0.005 0.104  0.003  2364.76  37.469   12.227 1122.837 -108363.864      273.6
 skiff_j0619+18.5 10.657   0.057  9.815    0.041 10.186  0.045 0.041   0.002 0.077     0.002 -40276.714    213.468 0.201  0.001 0.267  0.001 0.102  0.001 2386.361   9.062    2.815 1128.474 -108944.665     47.737
         stock_16  6.988   0.144  6.871    0.169  6.928  0.146 0.012   0.008  0.05     0.009 -60229.379   1169.327 0.128  0.003 0.175  0.004 0.063  0.002 1689.238  33.369  -13.802  804.668  -108842.04    209.234
      teutsch_103  8.925   0.097  8.324    0.106  8.629   0.09 0.035   0.005 0.171     0.015 -48549.602    533.563 0.166  0.002 0.222  0.003 0.086  0.002 2059.144  19.146   37.784  969.242  -107797.24     30.076
      teutsch_106 10.377    0.39  8.844    0.052  9.626  0.211 0.079   0.017 0.182     0.039 -43048.465   1080.212 0.188  0.005  0.25  0.006 0.099  0.003 2258.831  38.262   79.519 1033.455 -108058.037     52.662
       teutsch_12 12.006   0.201 10.809    0.235 11.413  0.216 0.052   0.004 0.186     0.041 -34834.739    888.554 0.228  0.005 0.303  0.006 0.124  0.005 2634.892  43.987   95.515 1223.959 -110655.091    378.003
     teutsch_143a  7.869   0.012  5.923    0.093  6.912  0.047 0.141   0.008 0.074     0.016 -60360.069    373.297 0.127  0.001 0.175  0.001 0.063  0.001 1653.826  13.725  -19.389  794.914 -107960.111     31.084
       teutsch_31  8.011   0.224  7.146    0.402  7.583    0.3 0.057   0.017 0.035     0.019 -55315.407    1967.43 0.142  0.007 0.192  0.008  0.07  0.004 1830.692   66.97   20.327  869.022 -107998.108      51.43
       teutsch_44  9.498   0.144  7.364    0.363  8.454  0.241 0.127   0.018 0.309     0.027 -49602.883    1462.71 0.162  0.005 0.217  0.007 0.089  0.004 1989.803  58.497   92.538  917.756 -106864.305    239.135
       teutsch_49  9.402    0.19  7.806    0.151  8.616  0.167 0.094   0.004 0.058     0.012 -48629.201     985.86 0.165  0.004 0.221  0.005 0.082  0.002 2043.969   35.26    2.074  971.994 -107462.765     52.411
       teutsch_51 13.364   0.269 11.839    0.132 12.609  0.182 0.061   0.008 0.309     0.051 -30196.879    661.042 0.255  0.004 0.339  0.005  0.15  0.005 2870.901  34.828  -18.528   1394.7 -112826.311    344.595
       teutsch_61 12.421   0.416 10.165    0.134 11.486  0.336   0.1    0.01  0.05     0.009 -34533.245   1372.277  0.23  0.008 0.305   0.01  0.12  0.005 2625.718  59.714  -10.045  1244.38  -110105.31    348.286
       teutsch_66  8.856   0.083  7.459    0.149  8.165  0.109 0.086   0.007 0.013     0.011 -51408.499    696.637 0.155  0.002 0.209  0.003 0.076  0.007 1950.745  25.245    6.081  919.257 -107542.731     46.448
       teutsch_80  6.873   0.028  5.706    0.074  6.295  0.049 0.093   0.005 0.022     0.003 -65629.933    445.358 0.114  0.001 0.158  0.001 0.056    0.0 1531.123  12.594    4.985  721.046 -109692.652     84.347
       teutsch_84  6.809   0.235   5.67    0.457  6.238  0.148 0.092   0.055 0.117     0.017 -66154.129   1348.347 0.113  0.003 0.156  0.004 0.057  0.002  1515.49  48.312   -7.434  734.869 -109705.436     374.94
       tombaugh_1 10.958   0.165  8.591    0.164  9.797  0.164 0.121   0.003 0.333     0.019 -42180.044    820.885 0.192  0.004 0.256  0.005 0.109  0.003 2274.164  34.283    77.13 1037.609 -107614.639    167.252
       tombaugh_2 15.829   0.379 14.479    0.325 15.187   0.34 0.047   0.006 1.044     0.031 -21825.139     985.08 0.314  0.008 0.419   0.01 0.262   0.01 3368.397  66.447  193.142  1573.09  -118756.82    927.507
      trumpler_11  8.139   0.026  7.476    0.126  7.873  0.096 0.042   0.008  0.31     0.032 -53320.465    642.249 0.149  0.002 0.201  0.003 0.083  0.003 1886.229  20.536  103.795  844.685 -107604.878     71.622
      trumpler_12  8.394   0.053  6.879     0.08  7.651   0.06   0.1   0.004 0.185     0.008 -54840.099    419.783 0.144  0.001 0.194  0.002 0.074  0.001 1831.348  13.971   37.945   858.16 -107534.296     40.776
      trumpler_13   8.96     0.1   7.79    0.043  8.383   0.06  0.07   0.005 0.168     0.009  -50036.28     372.33  0.16  0.001 0.215  0.002 0.082  0.001 1998.941  12.059   11.674  952.796 -107576.656     40.013
      trumpler_15  8.007    0.01  7.964    0.004  7.481  0.306 0.003   0.001 0.026     0.007   -56042.8   2184.666  0.14  0.007  0.19  0.008 0.069  0.003 1804.387   76.82   26.343  844.371 -107944.462     70.132
      trumpler_16  7.989   0.016  7.967    0.007  8.042  0.084 0.001   0.001 0.013      0.01 -52203.995      548.2 0.153  0.002 0.205  0.002 0.075  0.002 1936.616  17.991   10.753  909.527 -107933.292     30.933
      trumpler_19 11.255   0.111  6.913    0.043   9.15  0.065 0.239   0.005 0.293     0.016 -45575.541    356.149 0.177  0.001 0.237  0.002 0.096  0.001 2058.096  10.973  108.515  947.568 -104810.605    129.505
      trumpler_20  7.844   0.016  7.177    0.014  7.516  0.011 0.044   0.001 0.157     0.004 -55791.214     81.863 0.141    0.0 0.191    0.0 0.072    0.0 1815.465   2.504  -12.745  869.107 -108035.189     12.546
      trumpler_22  7.418   0.115  6.951    0.036  7.186  0.073 0.032   0.006 0.024     0.009 -58223.215     557.69 0.134  0.002 0.182  0.002 0.065  0.001 1746.114  15.892   -3.375  827.338 -108470.818    100.647
      trumpler_23  7.231   0.064  5.784    0.046  6.516   0.05 0.111   0.004 0.009     0.007 -63664.579    432.266 0.119  0.001 0.164  0.001 0.058  0.001 1576.497  11.225    3.031  742.466 -109034.483    116.452
      trumpler_25  6.494   0.167   6.19      0.1  6.361  0.097 0.023   0.015 0.067     0.009 -65040.448    869.363 0.116  0.002 0.159  0.003 0.057  0.001 1557.165  21.921   35.134  723.437 -109864.046    242.801
      trumpler_26  7.012   0.035  6.343    0.069  6.682  0.051  0.05   0.003  0.09     0.002 -62247.141    429.241 0.123  0.001 0.168  0.001 0.061  0.001  1628.49  12.213   -5.378  773.854 -109113.485     78.077
      trumpler_28  7.116   0.031  6.366    0.156  7.044  0.083 0.056   0.012 0.031     0.007 -59318.968    645.847  0.13  0.002 0.178  0.002 0.064  0.001 1700.887  13.135   -4.281  807.315 -108277.273    350.576
      trumpler_29  7.023   0.053  6.756    0.041  6.893  0.047  0.02   0.001 0.116     0.004 -60517.559    376.712 0.127  0.001 0.174  0.001 0.064    0.0 1679.218  10.697   27.997  782.218 -108840.306     68.941
      trumpler_30  7.287   0.047  7.002    0.026  7.146  0.033  0.02   0.003 0.105     0.004 -58524.707    255.428 0.133  0.001  0.18  0.001 0.066    0.0 1736.932   7.442   25.922  807.222 -108508.345     41.679
       trumpler_5 12.359   0.199 10.884    0.066 11.628  0.123 0.064   0.007 0.106     0.015 -33956.244    493.989 0.233  0.003 0.309  0.004 0.123  0.002 2676.483  23.125  -20.685 1273.282 -110975.681    173.877
           ubc_12  8.909   0.075  8.113    0.141  8.518  0.088 0.047   0.008 0.182     0.016 -49212.872    533.093 0.163  0.002 0.219  0.002 0.085  0.001 2032.819   20.05  -37.395  980.481 -107712.503      54.52
          ubc_200 11.215   0.076  9.719    0.063  10.49  0.062 0.071   0.003 0.581     0.021 -38852.973    286.459 0.208  0.001 0.276  0.002 0.137  0.002 2426.711  12.156  123.649 1097.687 -108691.008     74.165
          ubc_203 11.231   0.125 10.432    0.163 10.835  0.142 0.037   0.003 0.156     0.007 -37300.138    625.061 0.215  0.003 0.286  0.004 0.114  0.002 2520.436  29.342   -5.135 1197.791 -109828.658    219.607
          ubc_204 12.354   0.388  12.32    0.363 12.404  0.366 0.002   0.002 0.407     0.032 -30949.493   1358.714 0.251  0.008 0.333  0.011 0.163  0.009 2833.869  72.929  -93.456 1384.789 -112502.139    741.113
          ubc_207  8.652   0.004  8.611    0.005  8.664  0.026 0.002     0.0 0.093     0.002 -48346.496    150.973 0.166  0.001 0.223  0.001 0.084    0.0 2068.688   5.403   22.091  970.036 -107878.324       5.98
          ubc_212 11.584   0.422 10.641    0.138 11.134  0.237  0.04   0.018 0.081     0.011 -36003.025   1007.574 0.222  0.005 0.295  0.007 0.115  0.003 2581.258  44.906   11.894 1220.427 -110288.113    291.296
          ubc_215 10.764   0.057  8.294    0.028  9.549  0.033  0.13   0.003 0.093     0.006  -43449.54    170.216 0.186  0.001 0.248  0.001 0.094  0.001  2223.98   6.054   24.605 1038.002 -107454.343     39.209
          ubc_217 12.182   0.356 10.024    0.163 11.114  0.257 0.098   0.008 0.187     0.022 -36088.866   1094.437 0.221  0.006 0.294  0.008  0.12  0.005 2559.207   48.91   52.711 1202.038 -109721.528    316.128
          ubc_218 10.616   0.188 10.295    0.138 10.589  0.222 0.015   0.003 0.014     0.012 -38403.671   1002.518  0.21  0.005 0.278  0.007 0.107  0.003 2469.419  43.505    7.092 1162.917 -109464.439    251.223
          ubc_220 10.405   0.137  9.385    0.288  9.897  0.211 0.052   0.009 0.027     0.008  -41685.12   1038.928 0.194  0.005 0.258  0.006 0.098  0.003 2325.592  45.506    9.506 1093.458 -108607.557    271.095
          ubc_221 11.484   0.246  9.917    0.074 10.714  0.162 0.073   0.007 0.289     0.017 -37837.395    721.486 0.213  0.004 0.282  0.005  0.12  0.003 2483.231  30.584  -58.253 1212.451 -109302.755    159.147
          ubc_225 12.026   0.587  9.824    0.185 10.949  0.389 0.101   0.015  0.36      0.04 -36803.255   1678.919 0.218  0.009 0.289  0.012 0.128  0.008 2518.796  71.088   80.329 1169.451 -109290.609    368.487
          ubc_228 10.194   0.121  7.538    0.266  8.892  0.191  0.15   0.011 0.167     0.013 -47019.066   1082.653 0.171  0.004  0.23  0.005 0.088  0.003  2074.89  46.096    8.806  984.866 -106736.292    245.072
          ubc_229  10.13   0.489  9.732    0.257   9.95  0.323 0.027    0.02 0.174     0.011 -41420.578   1578.398 0.195  0.007  0.26  0.009 0.103  0.005 2339.047  64.498   30.111 1104.753 -108735.697    282.464
          ubc_230  9.669   0.435  9.473    0.228  9.571  0.321 0.013   0.012  0.04     0.015 -43334.192   1637.847 0.187  0.007 0.249  0.009 0.094  0.004  2262.72  65.934   13.135 1065.649 -108446.885    260.617
          ubc_232 10.259   0.195   8.94    0.182  9.608  0.186 0.069   0.004 0.292     0.036 -43145.072     951.06 0.188  0.004  0.25  0.005 0.105  0.005 2255.544  37.916  128.978 1037.412 -108055.837    146.309
          ubc_233 10.777   0.097  8.368    0.038  9.593  0.061 0.126   0.004  0.17     0.006 -43221.582    316.551 0.187  0.001  0.25  0.002 0.097  0.001 2234.043  11.316   33.018 1049.676 -107504.669     40.201
          ubc_237  9.297   0.077  8.213    0.108  8.757   0.09 0.062   0.003  0.02     0.012 -47796.323    519.474 0.168  0.002 0.225  0.003 0.083  0.002 2084.009  19.572   12.552   979.35 -107767.824     46.586
          ubc_239  9.466    0.07   8.63    0.074  9.053  0.069 0.047   0.002 0.178     0.014 -46112.877    385.835 0.175  0.002 0.234  0.002 0.091  0.001  2147.23  14.491   82.085  996.251 -107905.725     34.221
          ubc_241 11.693   0.838 10.351     0.23 11.026  0.538 0.061   0.024 0.384     0.042 -36469.544   2294.025  0.22  0.012 0.292  0.016 0.132  0.011 2548.312 101.454   16.197 1222.566 -109804.074    627.166
          ubc_243  9.541   0.088  8.713    0.074  9.078  0.064 0.045   0.002 0.153     0.011 -45972.837    354.228 0.176  0.001 0.235  0.002 0.091  0.001 2152.235  12.859   51.112 1007.701 -107909.277     18.655
          ubc_246  8.961   0.042  8.136    0.061  8.554  0.047 0.048   0.003 0.099     0.011 -49000.854    284.033 0.164  0.001  0.22  0.001 0.082  0.001 2042.255  10.377   58.085  944.855 -107771.997     19.461
          ubc_252  9.776   0.064  7.771    0.061  8.795  0.052 0.114   0.004 0.259     0.011 -47579.226     303.78 0.169  0.001 0.227  0.001 0.091  0.001 2069.306  11.237   74.517  948.433  -107134.75     50.994
          ubc_253  8.327   0.004  6.824    0.026  7.585  0.013 0.099   0.002 0.101     0.002 -55300.745     94.488 0.142    0.0 0.193    0.0 0.071    0.0  1819.18   3.516   21.388  853.953  -107650.59      8.582
          ubc_254  8.387   0.014  8.308    0.014  8.346  0.011 0.005   0.001 0.085     0.009 -50264.472     67.099 0.159    0.0 0.214    0.0 0.079    0.0 2002.165   2.349   -3.795  957.213 -107882.228      4.662
          ubc_255 10.411    0.12  8.202     0.04  9.323  0.056 0.118   0.007 0.201     0.015 -44638.086    301.435 0.181  0.001 0.242  0.002 0.096  0.001 2180.474   9.314   43.777 1019.466 -107391.616     71.165
          ubc_258  8.272   0.179  7.969    0.046  8.305  0.137 0.019   0.009 0.061     0.005 -50523.214     857.41 0.158  0.003 0.213  0.004 0.079  0.002  1990.78  27.824  -16.657  946.982 -107809.975     57.873
          ubc_259  8.131    0.01  7.152    0.025  7.645  0.014 0.064   0.002 0.066     0.005 -54877.628     96.544 0.144    0.0 0.194    0.0 0.071    0.0 1842.714   3.342    3.309  875.061 -107904.127      7.488
          ubc_260  8.209   0.003   7.61    0.201  7.912  0.099 0.038   0.013 0.117     0.005 -53055.005    662.695  0.15  0.002 0.202  0.003 0.075  0.001  1904.84  23.362   22.538  900.793 -107869.659     11.501
          ubc_261  8.141   0.046   7.57    0.164  7.465   0.12 0.036   0.009 0.095     0.008 -56157.471    863.562  0.14  0.003 0.189  0.003 0.069  0.001 1795.017  30.351   21.829  842.332 -107816.177     38.594
          ubc_262  8.082    0.03  7.106    0.053  7.597  0.038 0.064   0.003 0.064     0.007 -55218.087    264.279 0.143  0.001 0.193  0.001  0.07  0.001 1831.984    8.69      5.1  868.391 -107935.306     19.633
          ubc_264  7.967   0.011  6.968    0.053  7.472  0.029 0.067   0.004 0.063     0.008 -56106.427    207.079  0.14  0.001 0.189  0.001 0.069    0.0  1803.86   7.108   -7.298  861.193 -108015.732      9.001
          ubc_268  7.849   0.011   6.99    0.031  7.426  0.016 0.058   0.002 0.164     0.004 -56436.204    115.088 0.139    0.0 0.188    0.0 0.071    0.0  1793.13    3.88   43.892   832.13 -108036.446      9.703
          ubc_270  8.858    0.07  7.803    0.007  8.314  0.039 0.063   0.004 0.098     0.007 -50465.141    240.588 0.159  0.001 0.213  0.001 0.079    0.0 1987.107   7.503   38.522  929.909 -107653.138     26.689
          ubc_275  8.182    0.04  7.382    0.038  7.793  0.024 0.051   0.004 0.302      0.03 -53856.578    163.666 0.147  0.001 0.199  0.001 0.081  0.001 1869.466   5.667   29.294  897.733 -107667.065     57.132
          ubc_277  8.446   0.059  7.768    0.016   8.11  0.037 0.042   0.003  0.11     0.004 -51762.291    236.974 0.154  0.001 0.207  0.001 0.077    0.0 1947.352   7.649  -27.668  931.826  -107803.44     17.574
          ubc_279  7.813   0.011  7.714    0.041  7.767  0.024 0.007   0.002 0.123     0.004 -54038.694    165.598 0.146  0.001 0.197  0.001 0.074    0.0 1875.049   5.396   12.721   894.31 -107996.549     10.889
          ubc_282  7.594   0.019  7.043    0.055  7.322  0.034 0.038   0.003 0.111     0.003 -57201.901    252.403 0.137  0.001 0.185  0.001 0.068    0.0 1774.409     8.0   11.851  839.387 -108268.376     23.003
          ubc_284  9.403   0.054  7.617    0.008  8.524   0.03 0.105   0.002 0.158     0.012 -49181.718    182.372 0.163  0.001 0.219  0.001 0.083    0.0 2018.742   5.589    89.83  927.354 -107275.433     25.128
          ubc_286  7.634   0.037  7.058    0.078  7.349  0.057 0.039   0.003 0.037     0.003 -57003.713    418.012 0.137  0.001 0.186  0.002 0.067  0.001 1781.664  13.061    10.28  838.778 -108274.519     42.473
          ubc_290  8.242   0.054  7.577    0.017  7.913  0.034 0.042   0.003 0.137     0.003 -53048.899      225.7  0.15  0.001 0.202  0.001 0.076    0.0 1903.904   7.119  -23.321  911.403  -107838.03     21.673
          ubc_294  7.717   0.034  6.892    0.076  7.309  0.053 0.057   0.004 0.138     0.003 -57296.643    395.339 0.136  0.001 0.185  0.001 0.069  0.001  1768.14  12.608    3.936  840.032 -108176.234     33.533
          ubc_295  7.661   0.032  6.832    0.062   7.25  0.045 0.057   0.003 0.083     0.004 -57742.555    336.748 0.135  0.001 0.183  0.001 0.067    0.0 1756.032  10.502  -20.544  838.931 -108273.853     35.735
          ubc_297   7.05   0.066  5.839    0.102  6.452  0.082 0.094   0.005 0.074     0.008  -64224.81    724.956 0.117  0.002 0.162  0.002 0.058  0.001 1566.386  20.225   27.075  727.203 -109304.111    144.475
          ubc_298  7.092    0.08  6.527    0.091  6.812  0.083 0.042   0.003   0.1      0.01 -61173.387    680.582 0.125  0.002 0.171  0.002 0.062  0.001 1659.146  19.263   57.676   768.43 -108918.269    126.943
          ubc_299  7.682   0.129  6.634    0.091  7.164  0.108 0.074   0.003 0.098     0.007 -58394.032    826.245 0.133  0.002 0.181  0.003 0.066  0.001 1732.847  23.905     3.86  827.175 -108267.351     140.01
          ubc_300  7.555   0.056  6.555    0.105  7.063  0.079 0.071   0.005 0.156     0.007 -59171.681    612.019 0.131  0.002 0.178  0.002 0.066  0.001 1709.437  18.909   26.405  810.084 -108357.205     69.254
          ubc_302  7.518   0.025  7.355    0.081  7.439  0.052 0.011   0.004 0.118     0.004 -56345.688    375.596 0.139  0.001 0.188  0.001  0.07  0.001   1802.5  11.764   30.569  848.427 -108217.475     37.126
          ubc_303   8.12   0.106  7.001    0.041  7.567  0.073 0.074   0.004  0.14     0.005 -55426.268    519.071 0.142  0.002 0.192  0.002 0.072  0.001 1821.541  15.405   47.228  853.225 -107844.355      75.91
          ubc_307  6.665   0.042  5.425     0.08  6.054   0.06 0.103   0.004 0.113     0.004 -67886.907    575.371 0.109  0.001 0.152  0.002 0.055  0.001  1470.09   15.44   26.045  687.205 -110192.528    131.531
          ubc_310  6.696   0.065   5.86    0.105  6.284  0.083 0.067   0.005 0.091     0.006 -65736.554    756.327 0.114  0.002 0.158  0.002 0.057  0.001  1533.38  20.251   26.074  711.014 -109866.104    174.415
          ubc_312   7.69   0.131  6.346    0.054  7.026  0.092 0.096   0.005 0.078      0.01 -59459.128    720.849  0.13  0.002 0.177  0.002 0.064  0.001 1696.441  19.406   46.435  788.287 -108279.886    164.366
          ubc_314  7.064    0.03  6.422    0.057  6.749  0.041 0.048   0.003  0.14     0.008 -61690.313    341.669 0.124  0.001  0.17  0.001 0.063    0.0 1642.792    9.91   88.061  754.718 -108966.186     57.607
          ubc_315  6.721   0.269  5.854    0.264  6.292  0.242 0.073   0.018 0.054     0.002 -65657.055   2191.058 0.114  0.005 0.158  0.006 0.056  0.002 1535.651   57.31   -3.503  729.221 -109856.447    554.746
          ubc_316  6.956   0.048  6.335      0.1  6.648  0.073 0.047   0.005 0.089     0.005 -62536.291    618.871 0.122  0.002 0.167  0.002  0.06  0.001 1621.235  17.442   -8.824   780.72 -109188.661    117.203
          ubc_318  6.057   0.131  5.923     0.11  6.319  0.183 0.011   0.002 0.032     0.003 -65412.341   1665.233 0.115  0.004 0.158  0.005 0.056  0.002 1543.461  40.997    8.606  725.625  -109830.42    486.016
          ubc_319  7.314   0.043  6.978    0.057  7.146  0.049 0.024   0.002 0.055     0.001 -58525.113    377.034 0.133  0.001  0.18  0.001 0.065  0.001 1737.745  11.167    3.444   821.48 -108531.042     55.779
          ubc_320  6.768   0.322  6.178     0.21  6.476  0.277 0.046   0.007 0.071     0.006 -64015.558   2444.513 0.118  0.006 0.163  0.007 0.058  0.003  1582.19  63.103  -16.423  757.473 -109540.118    630.695
          ubc_321  6.511   0.029  5.659    0.062  6.088  0.044  0.07   0.004 0.034     0.001 -67563.175     416.35  0.11  0.001 0.152  0.001 0.054    0.0  1487.84  10.968      2.6  702.528 -110379.526    101.421
          ubc_322  6.062    0.11  5.989    0.145  6.025  0.127 0.007   0.005 0.038     0.004 -68167.328   1232.683 0.108  0.003 0.151  0.003 0.053  0.001 1479.905    30.3    6.664  698.976 -110754.624    360.989
          ubc_323  6.806   0.073  6.758     0.07  7.167  0.102 0.004     0.0 0.068     0.002  -58364.09     775.75 0.133  0.002 0.181  0.003 0.066  0.001 1737.135  21.963  -10.822  825.688 -108351.783    144.724
          ubc_324  7.358   0.074  5.357    0.075  6.376  0.073 0.157   0.003 0.112     0.008 -64905.262    651.621 0.116  0.002  0.16  0.002 0.058  0.001 1524.388  17.646  -20.517  734.839 -108758.952    148.025
          ubc_326  8.046     0.1  5.969    0.062  7.025  0.081 0.148   0.002  0.08     0.002 -59466.204    634.417  0.13  0.002 0.178  0.002 0.064  0.001 1675.965  17.528    4.141  792.929 -107693.128    131.738
          ubc_334  6.864   0.032  6.342    0.051  6.877   0.05  0.04   0.003 0.071     0.008 -60642.683    405.559 0.127  0.001 0.173  0.001 0.063  0.001  1668.02  11.252   -3.708  798.912   -108644.9     88.508
          ubc_433 14.605   0.367 12.107    0.143  13.37  0.219 0.093   0.012 0.268     0.078 -27522.713    742.882 0.273  0.005 0.362  0.007 0.159  0.006 3010.052  40.037  -24.488 1453.386   -114144.0    420.138
          ubc_434 13.011   0.296  12.27    0.288 12.645  0.291 0.029   0.002 0.294     0.022 -30065.881   1054.162 0.256  0.007  0.34  0.009 0.152  0.006 2885.665   58.11  -54.085 1388.309 -113103.262    618.615
          ubc_436 11.472   0.225 10.738    0.148 11.109  0.179 0.032   0.006 0.393     0.052 -36110.534    762.547 0.222  0.004 0.294  0.005 0.135  0.007 2570.438  34.664  120.133 1202.154 -110075.446    237.425
          ubc_438 11.753   0.325 11.725    0.332  12.09  0.356 0.001   0.001  0.04     0.001 -32138.509   1364.056 0.244  0.008 0.323  0.011 0.131  0.006  2776.28  71.706  -14.904  1330.06  -112032.96    701.077
          ubc_439 11.112   0.188 10.559    0.148 10.838  0.164 0.025   0.004 0.112     0.008 -37286.307    720.967 0.215  0.004 0.286  0.005 0.112  0.002 2523.272  33.315   15.257 1197.375 -109895.733    238.118
          ubc_440  13.26   0.687  10.97    0.244 12.149  0.461 0.094   0.016 0.863     0.096 -31910.625   1743.338 0.245   0.01 0.326  0.014 0.184  0.014 2747.545  83.311 -113.794 1367.589 -110972.515    660.032
          ubc_443 11.651   0.199  9.814    0.087 10.749  0.131 0.086   0.007 0.347     0.021 -37681.312    583.017 0.213  0.003 0.283  0.004 0.125  0.003 2484.487  24.698   55.295 1179.756  -109177.96    137.997
