             NAME       GLON       GLAT     r_cl r_c_mean r_c_median r_c_mode r_c_16th r_c_84th  r_c_std r_t_mean r_t_median r_t_mode r_t_16th r_t_84th  r_t_std ell_mean ell_median ell_mode ell_16th ell_84th  ell_std theta_mean theta_median theta_mode theta_16th theta_84th theta_std   CI n_memb_k n_memb  a_f      M_mean    M_median      M_mode      M_16th      M_84th       M_std   z_mean z_median   z_mode   z_16th   z_84th   z_std   a_mean a_median  a_mode  a_16th   a_84th   a_std bf_mean bf_median bf_mode bf_16th bf_84th  bf_std Av_mean Av_median Av_mode Av_16th Av_84th  Av_std  dm_mean dm_median  dm_mode  dm_16th  dm_84th  dm_std    pmRA pmRA_std    pmDE pmDE_std         Xgc   Xgc_std         Ygc   Ygc_std        Zgc  Zgc_std        Rgc   Rgc_std  lkl N_cl    t_rlx
----------------- ---------- ---------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- -------- ---------- -------- -------- -------- -------- ---------- ------------ ---------- ---------- ---------- --------- ---- -------- ------ ---- ----------- ----------- ----------- ----------- ----------- ----------- -------- -------- -------- -------- -------- ------- -------- -------- ------- ------- -------- ------- ------- --------- ------- ------- ------- ------- ------- --------- ------- ------- ------- ------- -------- --------- -------- -------- -------- ------- ------- -------- ------- -------- ----------- --------- ----------- --------- ---------- -------- ---------- --------- ---- ---- --------
          ascc_30    219.119     -1.587 0.574843 0.231335   0.198015 0.164535 0.125054 0.351835 0.121781 0.807208    0.81988 0.960546 0.565786 1.042113 0.206318 0.442588   0.468833 0.537484 0.216628 0.647538 0.197934   0.165374          nan    0.26967        nan        nan  0.406708 0.85       83     73  1.0   304.00074    308.0348   315.83905   262.22027   341.57845    42.90086   0.1344  0.36321  0.21685  0.32277   0.4535 0.15491  8.29208  8.31079 8.32815  8.0943   8.4962 0.19333 0.47301     0.475 0.48536    0.45     0.5 0.02508 0.45347   0.45391 0.45851 0.36348 0.54313 0.08897 10.14311  10.14405 10.14542 10.08918 10.19615 0.05034   -1.59    0.066  -0.142    0.085  -9186.9029   17.3306   -687.7337   16.1028    -0.2544   6.9881  9213.1054   18.0705 1.51   80  136.735
          ascc_66     289.28      4.816 0.248855 0.047243   0.031086 0.019451 0.012937 0.084819 0.044399 0.270513   0.256884 0.187899  0.15161 0.403771 0.112079  0.40518   0.401187 0.559482 0.144395 0.660585 0.228678  -0.372802          nan   -0.64863        nan        nan  0.701424  1.2       21     16 0.94   141.63657   132.12062    129.2718   117.82966   163.31158     33.6231 -0.18374 -0.02826 -0.13278 -0.20358  0.51776 0.35359  8.03588  8.03978 8.05108 7.80823  8.25216 0.20907 0.32526   0.31915 0.31896 0.29787  0.3617 0.03518 0.49848   0.47257 0.43195 0.28649 0.71115 0.21558  9.88742   9.88647  9.89016  9.75779 10.01414 0.12001 -11.346    0.435   2.936    0.431  -8022.7428   20.3676   -909.1758   58.1496   107.6259   5.0879  8073.3449   13.4109 1.68   47   18.885
          ascc_67 294.127295  -0.028427  0.95288 0.088057   0.086957 0.084483 0.076734 0.099312 0.011816 0.288692    0.28599 0.280729 0.259355 0.318182 0.029566 0.094762   0.090733 0.084493 0.032126 0.155307 0.057215   0.085544          nan   0.084365        nan        nan  0.429829 0.89     1030   1038  0.5  3647.09337  3695.94096  3741.13137   3326.8079  3935.39049   285.14493  0.17315  0.24271  0.19069  0.15218  0.30957 0.06695  7.80533  7.80059 7.80036 7.79537  7.80539 0.03874 0.45594   0.45578 0.45655 0.44762 0.46259 0.00762 0.74073   0.74251 0.74926 0.71553 0.75835 0.02335 11.52572   11.5328 11.53933 11.48485 11.55035 0.03211  -6.744    0.155   0.945    0.156  -7504.9119   48.4064  -1831.1888  105.3199    48.2607   6.3686  7725.2196   23.1464 2.45  737  659.484
          ascc_71    299.936      -4.82 0.586784 0.238471   0.205132 0.169243 0.135019  0.36049 0.114221  0.76735   0.743277  0.66484 0.533062 1.020501  0.21254 0.523595   0.543806 0.569809  0.39695 0.648788  0.13289   0.005657          nan   0.024731        nan        nan  0.203507 0.86      100     95  1.0   627.87025   621.69284   590.56612   563.56995   693.47937     64.2692 -0.12793 -0.18729 -0.04317 -0.29176 -0.03868 0.10542  8.28874  8.27131 8.26104 8.17726   8.4203 0.12004 0.38648   0.38854 0.38743 0.36943 0.40764  0.0184 0.90212    0.8967 0.87876 0.82981  0.9798  0.0743 10.42442  10.42843 10.44227 10.37771 10.46711 0.04307  -9.367    0.162  -1.352    0.159  -7717.6686    36.886  -1081.7402   63.5874   -79.5229   7.5502  7794.2171   27.5715 1.58  157  100.923
          ascc_77    311.999     -0.864  0.42701 0.126531   0.118698 0.109713 0.093197 0.158273  0.03886 0.594952   0.586088 0.552134 0.475464 0.725755 0.118658 0.139048   0.124203 0.079401 0.038797 0.240549 0.096137   0.347759          nan   0.638208        nan        nan  0.724405 0.72      200    211  1.0   697.55363   661.71155    607.3447   583.01767   853.36777   118.00892  0.09496 -0.01607  0.11637 -0.10001  0.38405 0.24533  8.09599  8.10122 8.22202 7.90818  8.28483 0.17641 0.43828   0.43617 0.43761 0.42021 0.45213 0.01578 0.82065   0.81646 0.81734 0.75372 0.88178 0.06867 10.18394  10.18218 10.17739 10.13794 10.23158 0.04437   -4.26    0.092  -3.206    0.123  -7585.7972   11.3466   -836.7839    12.549     7.4604   4.9075  7631.8683   10.1885 2.23  193   73.161
          ascc_85    339.815     -0.259 0.655741 0.438309   0.416599 0.360849  0.29042  0.59965 0.145744 0.892048   0.873793 0.824016 0.739535 1.055527 0.153832 0.326182   0.339007 0.369521 0.200192 0.447683 0.121773   0.031559          nan  -0.009887        nan        nan  0.272986 0.58      140    134  1.0   603.36874   598.41295   525.46918   502.23054    713.9662    92.26102 -0.04807 -0.04725 -0.14116 -0.20282  0.15937 0.16669  8.21394  8.21496 8.27216 8.10555  8.32014 0.10725 0.44794   0.44805 0.44882 0.42857 0.46753 0.01821 0.74377   0.73442 0.71837 0.64499 0.84985 0.10318   9.6636   9.66305  9.66065  9.60393  9.72339  0.0556   0.155    0.095  -4.126    0.105  -7523.5613   16.8823   -300.9013    7.7656    20.9353   4.1844  7529.7532   16.7084 2.22  155  112.698
          ascc_87    355.125      8.093 0.433468  0.35574   0.324427 0.245096  0.17515 0.551885 0.175372 0.696299   0.720261 0.764959 0.572447  0.81505 0.116376 0.435066   0.462916 0.583451 0.176446 0.662492 0.212372   1.031997          nan   1.198375        nan        nan  0.582467 0.76       51     40  1.0   171.43147    173.2915   175.52668   129.90116   213.25077    35.55573 -0.59716 -0.29094 -0.57287 -0.34602 -0.21448 0.12739  8.19541  8.20449 8.26104  8.0239   8.3691 0.17973 0.44779    0.4386 0.43983 0.42105 0.47368 0.03362 1.31943   1.34575  1.3702 1.18385 1.44531 0.14272  9.37268   9.37414  9.37739   9.3368  9.40847 0.03436  -1.228    0.114  -3.805    0.068  -7594.9691    9.6569    -64.1832    4.5542   130.3359   4.9549   7596.354    9.6422 1.28   59   80.824
          ascc_88     350.01      2.973  0.63923 0.348465   0.331722 0.306467   0.2602 0.436859 0.095804 0.883204   0.871643 0.849037 0.736448 1.034235 0.142358 0.276091   0.283422 0.299134 0.176144 0.375349 0.099467   0.118029          nan   0.083268        nan        nan  0.226281 0.52      298    292  1.0  1007.83253  1014.90714  1054.25472   855.71512  1123.12403   124.61294  0.16267  0.31231   0.2389  0.03496  0.64559 0.29271  8.53461  8.54718  8.5521 8.45378  8.60068 0.07617 0.44818   0.44589 0.44183 0.42857 0.46753  0.0199 1.78084   1.77209 1.70844 1.68296 1.88499 0.09084  9.69958   9.69827  9.68776  9.64539  9.76316 0.06042   0.899    0.225  -3.263     0.25  -7448.7469   38.1998   -156.6852    7.7943    71.4222   3.9578  7450.7719   38.0235 1.76  238  113.025
          ascc_90    354.224     -1.954 0.203554 0.196473   0.194306 0.193529  0.11725 0.274447 0.073103 0.311952   0.316549 0.333747 0.252484 0.371894 0.055711 0.455244   0.493869 0.572432 0.220453 0.657367 0.200894   0.906904          nan   1.106473        nan        nan  0.504018 0.58       20     17  1.0   286.85515   272.35248   233.92669    218.0975   385.43235    74.67997  0.03534 -0.00888 -0.09614 -0.03972  0.45875 0.28732  8.75933    8.736  8.7273 8.67891  8.86526 0.09049 0.36755   0.37037 0.36829 0.34259 0.38889 0.02523 0.60608   0.58884 0.55819 0.41871 0.80859  0.1778  8.80153   8.80041  8.79908  8.75105  8.85678 0.05001  -1.616     0.23  -2.696    0.213  -7768.1736   11.2874    -57.4954     3.346     5.6179   2.5893  7768.3898   11.2763 1.97  111   61.444
          auner_1    231.992      -6.16 0.066113 0.017735   0.015665 0.013554 0.010801 0.024897 0.007972 0.069556   0.064405 0.054905 0.049049 0.092266 0.020926 0.155399   0.140605  0.08333  0.04464 0.263562 0.105581   0.409122          nan   0.759379        nan        nan  0.758979 0.55       87     93  1.0  4333.86506  4206.77467  4177.42744  3584.23903  5152.42706   853.85051 -0.28644 -0.16574 -0.15915 -0.20969 -0.13499 0.06002  9.56768  9.56056 9.53641 9.53047  9.60399 0.03517 0.43595   0.43925 0.42996 0.40187 0.46729 0.03605 1.28973   1.26599 1.22701  1.1809 1.39277 0.11881 14.26724  14.26721 14.23279 14.18442  14.3554 0.09016  -0.309    0.077   0.998    0.079 -14415.4256 1238.4319  -7778.9563 1583.9975 -1020.1831 213.2479 16411.3642 1822.3472 1.12  107  133.951
        basel_11a    228.284     -0.768 0.201584 0.088782   0.081143 0.070072 0.055103 0.126349 0.034911 0.206637   0.198133 0.187207 0.166245 0.247265 0.044229 0.241485   0.241242 0.291464 0.083094 0.387845 0.137354   0.463107          nan   0.498646        nan        nan   0.46598 0.66       96     90  1.0   485.38069   471.25012   473.28635   401.95345   551.08981    98.22111 -0.32214 -0.11789 -0.18382  -0.5731  0.00946 0.29137  7.97324  7.92239 7.83452 7.75254  8.25099 0.22146 0.42108   0.42308 0.42212     0.4 0.43846 0.02003 0.67039   0.64952 0.58749 0.51662  0.8459 0.15705 10.62717  10.62561 10.62183 10.55414 10.70323 0.07049  -1.599    0.094   0.969    0.087  -9250.5379   19.4444  -1020.9195   21.2357    11.9121   2.2895  9306.3715   21.5909 1.92  130   32.727
        basel_11b    187.442     -1.117 0.198482 0.044201   0.040029 0.035237 0.028236 0.059427 0.019039 0.299238   0.304849 0.327365 0.233818 0.364909 0.059822 0.216777   0.205106 0.114818 0.063203 0.372091 0.137727   0.038588          nan   0.074377        nan        nan  0.558785 0.62       77     86  1.0   580.50063   553.81534   533.34694   476.49548   692.77658   114.09415 -0.10151  0.15653  0.14284 -0.31121  0.21656 0.27124  8.63851  8.63229 8.62572 8.55429  8.72023 0.08859 0.42882   0.42857 0.42867  0.3956 0.46154 0.02978  1.7141   1.72024 1.72069  1.5807 1.84724 0.13111 11.13576  11.13025 11.09473 10.99768 11.28007 0.12301   1.018    0.082  -4.145    0.086 -10111.3609   83.7782   -231.1801   11.2074    -2.3636   2.9785 10114.0279   84.0028 1.84   91   31.226
         basel_17    290.274      1.324 0.148979 0.145096   0.139893 0.115741 0.080917 0.211805 0.059749 0.246183   0.251315 0.273185 0.209059 0.284088 0.036431 0.261518   0.235273  0.14932 0.078567 0.454884 0.175568  -0.128322          nan  -1.042769        nan        nan  0.897167 0.94       93    104  1.0    243.6956   211.96206   185.64198   171.69322   329.72712    77.10507 -0.08096 -0.00846 -0.04138 -0.49012  0.40149 0.41548  7.94411  7.92681 7.86345 7.76044  8.15032 0.19536 0.43207   0.43902 0.43883 0.39024 0.46341 0.03775 0.85716   0.85436 0.84406 0.75084  0.9686 0.11905 11.52802  11.52549 11.51906 11.43069 11.62916  0.0934  -6.609    0.066   2.201    0.059  -7600.7583   26.1994   -1999.439   72.1791    74.1185   2.4516  7860.2962    7.1603 1.31   41   20.995
         basel_18    307.151      0.267 0.111211 0.054604   0.053016 0.053943 0.033028  0.07363 0.022675 0.106134    0.09624 0.086716 0.075357 0.140298 0.035181 0.300837   0.288247 0.259844 0.096062 0.499552 0.182514  -0.177581          nan  -0.501463        nan        nan  0.705482  0.9       39     41  1.0   334.58323   304.13565   259.59596   245.85417   431.20855   101.33119 -0.35094 -0.27549 -0.38728 -0.44905 -0.20247 0.19492  7.25724  7.25481 7.25468 7.18874  7.33237 0.07228 0.54058   0.54688  0.5609     0.5 0.57812 0.03925 1.28037   1.28568 1.33437  1.1441 1.41247 0.12846 11.03459  11.00315 10.94269 10.85919 11.22144 0.17855  -5.057    0.066  -2.045    0.071  -7255.2146   83.5751  -1433.3235  110.0082    31.8804   1.7052  7395.5033   59.8279 1.47   64    15.53
          basel_8    203.849     -0.156 0.353579 0.262526   0.249882 0.218041 0.136228 0.387241  0.12221 0.492948   0.492836 0.492258 0.359506 0.631493 0.119461 0.514393   0.561009  0.63496 0.273101 0.723845 0.211231  -0.214713          nan  -0.324934        nan        nan  0.417845 0.93       61     51  1.0   326.69983   301.47317   270.71565   258.26096   412.04206    72.03275 -0.44095 -0.53524 -0.04013 -0.60466 -0.20731 0.24823  7.91742  7.90242 7.79779  7.7061  8.12643 0.19904 0.39514   0.39437 0.39291  0.3662 0.42254 0.03194  1.2416   1.24036 1.22039 1.12092 1.36787 0.11957 10.81407  10.81406 10.81039 10.64061 10.98265 0.15413  -0.128    0.101  -2.305    0.103  -9709.6414   75.4248   -609.0397   32.5287    27.8114   3.0472  9728.7576   77.3078 1.39   71   59.257
           bdsb91 219.476577  -10.54491  0.64789 0.035018   0.033703 0.031678 0.025931 0.044435 0.009632 1.084584   1.139505 1.217275 0.897934 1.253977  0.18567 0.515563   0.522223 0.528049  0.42822 0.606111 0.092884   1.330568          nan   1.464673        nan        nan  1.088782 0.57      121    120  1.0    95.52145    86.80963    72.65614    66.63085   131.39671    30.13962 -0.38138  -0.4146 -0.33879 -0.55511  0.34918 0.41343  6.75466  6.75239  6.7464 6.68377  6.83583 0.07546 0.38266      0.38 0.37847    0.34    0.44 0.05055 1.67398   1.67301 1.66474 1.50406 1.88094 0.24215  9.62511   9.61798   9.6085  9.53513  9.72077 0.09086  -3.167    0.197   1.251    0.237  -9021.8959   36.8388   -561.0442   30.3164  -135.7365   8.8253  9040.3452   38.8113 1.31   50    7.279
           bdsb93    220.888     -2.462 0.181054 0.021781   0.017827 0.014396 0.011297 0.031908 0.013312 0.205237   0.205336 0.218246 0.103023 0.305691 0.086023 0.308714   0.303739 0.295677 0.107041 0.501076 0.176745  -0.482307          nan  -0.594803        nan        nan  0.507944 1.01       63     64 0.95   188.65357   182.38979   174.50116   128.83402   244.91076    57.18732 -0.14005 -0.25063 -0.02498 -0.34604  0.48525 0.42686  6.64719   6.6462 6.64605 6.53796  6.75116 0.10041 0.53162    0.5283 0.52812  0.4717 0.58491 0.05336 1.84724   1.91147 2.00605 1.51747 2.19552 0.38214  10.4176  10.41536  10.4018 10.33589 10.50372 0.08125  -2.555    0.193   1.135    0.207  -9305.5251   54.9779   -837.2936   48.3258   -24.9239   3.6112  9343.1479   59.1058 1.05   55    9.567
           bdsb96    225.477     -2.561 0.148567 0.028371    0.02614 0.021398 0.017018 0.040805 0.011614 0.075896   0.070558  0.06507 0.059574 0.091479 0.021399 0.250711   0.249624 0.277256  0.07903 0.415502  0.14784   0.911577          nan   1.191506        nan        nan  0.742645 0.57       46     45  1.0   281.56378   275.04645   239.61742   215.34347   345.06939     73.7847  -0.2085 -0.20217  -0.1848 -0.35463  0.56456 0.40934  6.54991  6.55947 6.59072 6.44258  6.64952 0.10511 0.48177   0.48276 0.48053 0.43678 0.52874 0.04243 1.86838   1.91617 1.94835 1.62138 2.07533 0.21621 10.30842  10.30569 10.28253 10.20027 10.43015 0.11392   -3.99    0.238   1.174     0.21  -9142.1886     41.44   -814.9296   42.3088   -21.1453   3.0826  9178.2603   45.1269 0.85   88    8.569
      berkeley_20    203.485    -17.377 0.041448 0.012906   0.011647 0.010116 0.008101 0.017782 0.005485 0.045977   0.044151 0.040577 0.035026 0.056898 0.011335  0.16286   0.146854 0.079445 0.045009 0.284592 0.111149  -0.370227          nan  -0.553683        nan        nan  0.734894 0.49       69     75  1.0  4756.91596  4606.43016   3991.5022  3744.59749  5808.32481  1124.05414  -0.2718 -0.37797 -0.35753 -0.50449 -0.07566 0.21274  9.71036  9.71474 9.72324 9.66948  9.75675 0.04113 0.43789   0.43925 0.43471 0.41121 0.46729 0.02548 0.48519   0.49394 0.36044 0.34671 0.62317 0.13884 14.67279  14.66767 14.64371 14.59821 14.74756 0.07404   0.873    0.183  -0.233    0.156 -15989.2403  1185.928  -3311.8118  514.7201 -2541.6525 400.2998 16525.1001 1311.1687 0.93  108  138.524
      berkeley_21    186.817      -2.49 0.086494 0.051359   0.049792 0.043158 0.035182 0.068674 0.015386 0.096006   0.091817 0.087489 0.080265 0.112281 0.017928 0.293444   0.299927 0.309592 0.192504 0.391794 0.100533   0.813612          nan   0.856242        nan        nan  0.244056 0.49      151    149  1.0  7646.84599  7559.68328  7609.03451  6602.84068   8672.0512  1101.54487 -0.25136  0.07611 -0.22489  0.04816  0.08608  0.0954  9.49638  9.49379 9.49133 9.48069  9.52681 0.02862 0.45732   0.45763  0.4506  0.4322 0.48305 0.02642 1.97134   1.95648 1.95175 1.89925 2.04239 0.09331 13.69339  13.69325 13.68497 13.65397 13.75593 0.07299   0.524    0.161  -1.038    0.126 -16414.5461 1665.6836   -966.4955  199.3968  -300.7671  67.9895 16446.0502 1674.9534 1.43  242   273.25
      berkeley_22    199.874     -8.071 0.061031 0.011087   0.010494 0.009821 0.007888 0.014293  0.00345 0.100215   0.102852 0.109291 0.083861 0.115869 0.015214  0.32172   0.324826 0.316244 0.183257 0.463632 0.137303    0.86494          nan   1.263586        nan        nan  1.069971 0.65      104    106  1.0  7418.53932  7320.62648  7648.02205  6249.44859  8603.19797  1180.43759  -0.3427 -0.28694 -0.32512  -0.6239 -0.09247 0.22682  9.54432  9.53833 9.53452 9.52556  9.57697 0.02936 0.43246   0.42949 0.42445 0.39744 0.47436 0.03725 1.77017   1.76307 1.77142 1.71025 1.80074 0.08779 14.18955  14.19846 14.21206 14.11164 14.25137 0.06843   0.633     0.15  -0.398    0.138   -16036.35 1396.4032   -2776.926  505.2772 -1111.2538 207.7017 16310.7109 1471.3835 1.17  158  280.735
      berkeley_23    192.595      5.392 0.084807 0.017835   0.016721 0.015586 0.012648 0.022693 0.005861 0.125847    0.12761 0.135593 0.097235 0.154926 0.025684 0.162215   0.148268 0.089616  0.04869 0.277259 0.107604   -0.06055          nan  -0.099918        nan        nan  0.694888 0.57       91     98  1.0  1549.50722  1516.34191  1496.39471    1282.011   1831.1506   259.35998  0.15748  0.21221  0.26093 -0.01811  0.27825 0.17172  9.20382  9.19668 9.18949 9.16996  9.24361 0.03813 0.36003   0.36283 0.36194 0.33628 0.38053 0.02084 0.77559   0.77359 0.77559 0.71594 0.82161 0.05696 13.51678  13.51544 13.50428 13.41887 13.62106  0.0984  -0.105    0.071  -1.303     0.08 -14663.6767 1339.1361  -1414.5607  299.2947   660.5667 134.1041 14745.9901 1366.0041 0.84  113  108.108
      berkeley_24    212.156     -3.431 0.142288 0.032689   0.031944  0.03077 0.027425 0.037971 0.005593 0.212261   0.211015 0.205988 0.182372 0.242297 0.028914 0.078143   0.065291 0.036967 0.019685 0.139385 0.058733  -0.036818          nan  -1.129425        nan        nan   0.97501 0.44      318    328  1.0  6913.55544  6800.17484  6705.94279  6026.49884   7756.0471  1070.48783 -0.18074 -0.14627 -0.06305 -0.16094  0.02759 0.11261  9.21026  9.20056 9.19957 9.19564  9.25181 0.03887 0.48005   0.47826 0.47642 0.46292 0.49872 0.01884 1.94374   1.92147 1.85786 1.84812 2.09425  0.1076 13.36391  13.39839 13.40826 13.29185 13.41849 0.07845   0.346    0.158   1.261    0.139  -14224.044  1408.032   -3698.565  885.1745  -372.6087  96.3802 14702.3049 1582.0407 1.27  396  264.055
      berkeley_25    226.613     -9.629 0.058549 0.021899   0.019785 0.017359 0.014297 0.029337 0.008745 0.091512   0.092566 0.096911 0.074789 0.108627 0.015345  0.19741   0.185038 0.112704 0.059163 0.336133 0.126706   0.376948          nan   1.162106        nan        nan  0.993714 0.67      100    109  1.0  7659.84704  7290.24713  6965.79889  5954.06149  9288.47913  1911.99761 -0.07853    0.113 -0.22888 -0.41343   0.1875 0.28242  9.76026   9.7845 9.80145 9.68837  9.81566 0.06247 0.40762   0.40909 0.40433   0.375  0.4375 0.03012   0.997   1.01185 1.05692 0.88429 1.10912 0.10712 13.99552  13.97311 13.94618 13.90504 14.07612 0.10612  -0.122    0.127   0.855    0.153 -14767.5999 1120.9437  -6789.4122 1183.9286 -1536.2032 272.3153 16325.9954  1517.057 1.46  182  165.608
      berkeley_27    207.781      2.609 0.065011 0.012496   0.011816 0.010912 0.009152 0.015723 0.003756 0.079777   0.077034 0.069508 0.059349 0.102162 0.020061 0.171046   0.156476 0.103904 0.051845 0.289949 0.112667   0.186557          nan   0.215668        nan        nan  0.619215 0.53       86     92  1.0  2166.31157  2180.33982  2216.37774  1841.09125  2482.93223   298.63281 -0.18311 -0.09677  -0.1388 -0.18929  0.08745 0.18412  9.39675  9.39733 9.40065 9.35843  9.43807 0.03527 0.39469   0.39241 0.39025 0.37342 0.41772 0.02255 1.14305   1.12909 1.10195 0.98731 1.30916 0.13953 13.08982  13.07691 13.05544 12.99304 13.20393 0.09509  -1.086    0.114   0.167    0.102 -14050.7829 1310.8163  -3014.6236  690.4581   341.9915  71.3141 14374.5982  1424.407 1.08  161   52.994
      berkeley_28    210.408      1.482 0.067492 0.017703   0.015288 0.013134 0.010284 0.024854 0.008856 0.086214   0.084184 0.072819 0.061665 0.112108 0.022761 0.182334   0.165991 0.080327 0.046969 0.319467 0.125689  -0.395518          nan  -0.751284        nan        nan  0.794322 0.58       59     66  1.0  1128.47237  1130.20535   995.48382   960.43615  1299.45536   154.46031  -0.8353 -0.78973 -0.92448 -0.92131 -0.60062 0.15249  8.65307  8.68647 8.69176 8.57523  8.73646 0.13104 0.44593   0.44954 0.44194 0.41284 0.47706 0.03284 2.33093   2.33173 2.33672 2.26543 2.39326 0.06255 12.75583  12.74679    12.74 12.65405 12.86173 0.10841   -1.04    0.102   0.173    0.088 -12270.9992  698.3693  -2308.2002   409.294    155.585  23.3923 12485.8154  762.3924 1.24  110   38.182
      berkeley_29    197.947      7.982 0.057825 0.008706   0.007863 0.006968 0.005793 0.011484 0.003611 0.079678   0.081117 0.086601 0.057884  0.10025 0.019342 0.172857   0.162329 0.099524 0.051425 0.292175 0.112866  -0.131894          nan  -1.005047        nan        nan  0.934097 0.71       80     86  1.0  2606.81855  2554.66484  2528.67142  2232.83658  2986.42322   373.78794  0.02061  0.02829  0.01214 -0.05149  0.13574 0.07825  9.57397  9.56936 9.55111 9.54474  9.60385 0.02977 0.45246   0.45631 0.45623 0.43689 0.46602 0.01623 0.19406   0.21357 0.22234 0.10706 0.24222 0.06952 14.47499  14.47424 14.47677 14.35562  14.5965 0.11367    0.13    0.158   -1.05    0.162 -18273.6712 2269.0123  -3218.9476  733.7516  1522.0967 340.2603 18620.6116 2378.8219 1.16  105  782.165
      berkeley_30    210.775      2.875 0.075748 0.016099   0.015437 0.014651 0.012493 0.019519 0.004068 0.108183   0.107267 0.103711 0.086656 0.131727 0.021078 0.126849   0.110986 0.058617 0.034092 0.221995 0.091084    0.22184          nan   0.555689        nan        nan  0.737639 0.48      128    136  1.0  1661.24341  1628.32967  1422.71011  1383.28506  1942.53244    243.7957 -0.44109 -0.34969 -0.40516 -0.47952 -0.28083 0.12373  8.85387   8.8555 8.85383 8.83402  8.89296 0.04044 0.49336   0.49162 0.49359 0.47486 0.51397  0.0226 1.44521   1.43536 1.42304 1.34552 1.54805 0.08853 13.02466  13.02142 13.06333 12.94454 13.09757 0.07642  -0.193    0.117  -0.312    0.109 -13711.4339 1264.9147   -3199.323  752.9478   359.2424  77.3764 14084.2994 1402.0197 1.52  181   61.803
      berkeley_31     206.24      5.134 0.076527 0.011839   0.011426 0.010835 0.009377  0.01417 0.002677 0.108933   0.108204 0.105142 0.087339 0.131193 0.020457 0.138514   0.128629 0.090918 0.044033 0.232004 0.087089   0.209754          nan   0.247795        nan        nan  0.526425 0.43      187    196  1.0  4855.50476  4805.16384  4444.72424  4304.71648  5440.29318   573.78132  0.19475  0.21061  0.16607  0.14643  0.23061 0.05412  9.61905  9.60741 9.59968 9.58761  9.66705  0.0328 0.40482   0.40678 0.40641 0.39407 0.41525 0.00962 0.17432   0.20572 0.21233 0.10476 0.21751 0.05174 13.99998  14.00345  14.0097  13.9579 14.02925 0.03585   0.154     0.16  -0.931    0.119 -15977.7703 1524.6889  -3769.7497  752.1158   819.5465 158.3857 16437.2333 1656.3269 0.83  244  140.993
      berkeley_32    207.955      4.409 0.175306 0.039244   0.038432 0.037645 0.033126 0.045102 0.006498 0.253299   0.249858 0.244527 0.215934 0.292764 0.036885 0.080729   0.070886 0.041521 0.022977 0.139796 0.056475  -0.015095          nan  -0.063749        nan        nan  0.633555  0.5      468    483  1.0  6593.80271  6375.59585  6283.03042  6086.99439  7283.53535   600.77628  0.03777  0.06294  0.05401  0.05687  0.06939  0.0082  9.72318  9.72305 9.72312 9.71065  9.73454 0.00982 0.42536   0.42531 0.42578 0.41652 0.43234 0.00769 0.31014   0.30869 0.30332 0.29981 0.32211 0.01002 12.56252  12.56328 12.56567  12.5496 12.57405 0.01229  -0.365    0.113  -1.585     0.11 -11613.5085  512.7871  -1737.8382  271.6084   326.1521  47.2661 11748.3154  548.3354 1.74  580  223.516
      berkeley_33    225.448       -4.6 0.088546 0.026408   0.025444 0.024035 0.020541 0.032265 0.006373 0.131255   0.130189 0.125905 0.108213 0.155851 0.022139 0.178468   0.175324 0.176344 0.066753 0.286096 0.100413  -0.286261          nan  -0.328032        nan        nan  0.482344 0.51      179    179  1.0  2272.59033  2227.77833  2203.69207  1987.14038  2550.22307   280.87077 -0.94552 -0.57406 -1.01743 -0.87321 -0.54273 0.16533  8.43246  8.45667 8.56046  8.2586  8.58567 0.15847  0.4643    0.4619 0.46122  0.4381 0.49048 0.02715 2.31163    2.3085 2.31009 2.24971 2.36465 0.06793 13.29896  13.32337    13.35 13.17396 13.42036 0.12676    -0.7    0.085    1.62    0.083  -12814.001  791.9849  -4546.9009  804.7233  -468.3207  88.2304 13605.8258 1014.7743 1.26  211   139.97
      berkeley_34    214.165      1.882 0.073894 0.023301   0.021099 0.018508 0.014891 0.031984 0.009378 0.082455   0.078382 0.071857 0.061967 0.103901  0.02085 0.243423   0.245428 0.262524 0.099374 0.376961 0.128326   0.759461          nan   0.861534        nan        nan  0.476473 0.53       87     86  1.0   5487.5256  5266.62853  5073.91798  4091.72677   6900.1375  1487.76138 -0.46504 -0.40454 -0.42615 -0.52289 -0.15622 0.20912  9.57368  9.55212 9.54047 9.53029  9.62841  0.0526 0.43527   0.43411 0.43611 0.39535 0.47287 0.03685 1.76286    1.7753 1.77585 1.55807 1.94262 0.17552 13.82531  13.81694 13.84014 13.68695 13.93803 0.14297  -1.339    0.172   0.174    0.132 -14900.4797 1391.7163  -4448.2597  944.8187   312.2161  59.8612 15553.4172   1599.83 1.04  129  171.412
